name,mandal,year,age,area,community,edu,electioncat,occupation,party,sex,electedas
S. Lokeswari,Bukkapatnam,2014,,Krishnapuram,,,ST(W),,TDP,F,MPTC
Sarojamma Pamudurthy,Bukkapatnam,2014,,Marala,,,UR,,TDP,M?,MPTC
Avula Kesappa,Bukkapatnam,2014,,Narasimpalli Thanda,,,BC,,TDP,M?,MPTC
Pamudurthy Nirmala,Bukkapatnam,2014,,Pamudurthy,,,UR(W),,YSRCP,F,MPTC
Mallesappa Ballari,Bukkapatnam,2014,,Siddarampuram,,,UR,,YSRCP,M?,MPTC
B.Nagaraju,Bukkarayasamudram,2014,,B.K.Samudram 1,,,UR,,TDP,M?,MPTC
Avvari Ashok Kumar,Bukkarayasamudram,2014,,B.K.Samudram 2,,,UR,,TDP,M?,MPTC
Cherukuri Narayana Swami,Bukkarayasamudram,2014,,B.K.Samudram 3,,,UR,,TDP,M?,MPTC
Boya Nagalakshmi,Bukkarayasamudram,2014,,B.K.Samudram 4,,,BC,,YSRCP,M?,MPTC
Jerripiti Aruna,Bukkarayasamudram,2014,,B.K.Samudram 5,,,BC(W),,TDP,F,MPTC
Adilakshmi Sake,Bukkarayasamudram,2014,,B.K.Samudram 6,,,ST(W),,YSRCP,F,MPTC
M.Yerramma,Bukkarayasamudram,2014,,B.Kothapalli,,,SC(W),,YSRCP,F,MPTC
Guvvala Pedda Venkata Reddi,Bukkarayasamudram,2014,,Chennampalli,,,UR,,YSRCP,M?,MPTC Vice President
Sake Lakshmidevi,Bukkarayasamudram,2014,,Danduvaripalli,,,SC(W),,TDP,F,MPTC
Yanamala Lalitha,Bukkarayasamudram,2014,,Dayalakuntapalli,,,UR(W),,YSRCP,F,MPTC
Kummari Menakshi,Bukkarayasamudram,2014,,Govindampalli,,,BC(W),,CPI,F,MPTC
Pulla Rama Mohan,Bukkarayasamudram,2014,,K.K.Agraharam,,,BC,,YSRCP,M?,MPTC
Kilari Gouramma,Bukkarayasamudram,2014,,Korrapadu 1,,,UR(W),,YSRCP,F,MPTC
Devarinti Suresh,Bukkarayasamudram,2014,,Korrapadu 2,,,SC,,YSRCP,M?,MPTC
R.Narayana Swami,Bukkarayasamudram,2014,,Neelampalli,,,UR,,TDP,M?,MPTC
Jonnakuti Vimala,Bukkarayasamudram,2014,,Podaralla,,,UR(W),,YSRCP,F,MPTC
Chekka Lakshminarayana,Bukkarayasamudram,2014,,Reddipalli,,,BC,,YSRCP,M?,MPTC
Pasapala Jayamma,Bukkarayasamudram,2014,,Siddarampuram,,,UR(W),,TDP,F,MPTC
D.Lakshmidevamma,Bukkarayasamudram,2014,,Venkatapuram,,,UR(W),,YSRCP,F,MPTC
M. Govindamma,Chilamathur,2014,,Chilamathur  1,,,BC(W),,INC,F,MPTC
G. Vinodamma,Chilamathur,2014,,Chilamathur 2,,,UR(W),,INC,F,MPTC
Nanjundappa,Chilamathur,2014,,Chilamathur 3,,,UR,,IND,M?,MPTC
Venkatalakshmamma,Chilamathur,2014,,Chilamathur 4,,,SC(W),,TDP,F,MPTC
C. Lakshmireddy,Chilamathur,2014,,Demakethepalli,,,UR,,YSRCP,M?,MPTC
C. Nadiya,Chilamathur,2014,,Kodikonda,,,BC(W),,TDP,F,MPTC President
G. Venkatasubbamma,Chilamathur,2014,,Kodur  1,,,UR(W),,TDP,F,MPTC
A. Suryanarayana,Chilamathur,2014,,Kodur 2,,,BC,,YSRCP,M?,MPTC
S. Chenna Krishtappa,Chilamathur,2014,,Kodur 3,,,BC,,YSRCP,M?,MPTC
S. Mounika,Chilamathur,2014,,Morasalapalli,,,UR(W),,YSRCP,F,MPTC
Lakshmipathireddy,Chilamathur,2014,,Palagalapalli,,,UR,,YSRCP,M?,MPTC
M. Praveen Kumar,Chilamathur,2014,,Settipalli,,,BC,,TDP,M?,MPTC
P. Kanthamma,Chilamathur,2014,,Somaghatta,,,BC(W),,YSRCP,F,MPTC
N. Nagamani,Chilamathur,2014,,Tekulodu,,,UR(W),,TDP,F,MPTC
M. Krishtappa,Chilamathur,2014,,Veerapuram,,,SC,,TDP,M?,MPTC
P.Nallamma,C.K.Palli,2014,,Basampalli,,,SC(W),,YSRCP,F,MPTC
Sakunthalamma,C.K.Palli,2014,,Chennekothapalli 1,,,UR(W),,TDP,F,MPTC
A.Amarendra,C.K.Palli,2014,,Chennekothapalli 2,,,BC,,TDP,M?,MPTC President
U.Raju,C.K.Palli,2014,,Ganginepalli,,,UR,,TDP,M?,MPTC
B.Narayanamma,C.K.Palli,2014,,Medapuram 1,,,BC(W),,TDP,F,MPTC Vice President
G.Bhagyamma,C.K.Palli,2014,,Medapuram 2,,,UR(W),,TDP,F,MPTC
V.Narasimhulu,C.K.Palli,2014,,Mustikovela,,,UR,,TDP,M?,MPTC
S.Narasimhulu,C.K.Palli,2014,,Nagasamudram,,,SC,,YSRCP,M?,MPTC
G.Lakshminarayana,C.K.Palli,2014,,Nyamaddela 1,,,UR,,YSRCP,M?,MPTC
T.Chandrayudu,C.K.Palli,2014,,Nyamaddela 2,,,BC,,TDP,M?,MPTC
K.Gayathri,C.K.Palli,2014,,Obulampalli,,,BC(W),,TDP,F,MPTC
D. Lakshmidevi,C.K.Palli,2014,,Pyadindi,,,BC(W),,TDP,F,MPTC
K.Lakshmidevi,C.K.Palli,2014,,Venkatampalli,,,UR(W),,TDP,F,MPTC
K.Chandrakala,D.Hirehal,2014,,Cherlopalli,,,BC,,TDP,M?,MPTC
Patil Silaja,D.Hirehal,2014,,Kadalur,,,UR(W),,TDP,F,MPTC
Mulinti Linga Reddy,D.Hirehal,2014,,Kudlur,,,UR,,YSRCP,M?,MPTC
S.Anjineyya,D.Hirehal,2014,,M.Hanumapuram,,,UR,,TDP,M?,MPTC
Boya Talari Gangadhara,D.Hirehal,2014,,Muradi,,,BC,,TDP,M?,MPTC Vice President
G.Venkateshulu,D.Hirehal,2014,,Nagalapuram,,,UR,,TDP,M?,MPTC
Butra Anjaneyulu,Dharmavaram,2014,,Chigicherla,,,BC,,TDP,M?,MPTC
P.Kavitha,Dharmavaram,2014,,Darsimala,,,UR(W),,TDP,F,MPTC Vice President
Jinne Venkataramana,Dharmavaram,2014,,Dharmapuri,,,BC,,TDP,M?,MPTC
D.Balappa,Dharmavaram,2014,,Elukuntla,,,SC,,TDP,M?,MPTC
Etti Lakshminarasamma,Dharmavaram,2014,,Gotluru 1,,,SC(W),,TDP,F,MPTC
Midatala Veeranaramma,Dharmavaram,2014,,Gotluru 2,,,BC(W),,TDP,F,MPTC
B.Venugopal Reddy,Dharmavaram,2014,,Kunuthuru,,,UR,,TDP,M?,MPTC President
R.Lingamma,Dharmavaram,2014,,Mallakalva,,,ST(W),,TDP,F,MPTC
T.Narayanamma,Dharmavaram,2014,,Pothukunta,,,BC(W),,TDP,F,MPTC
N.Savithri,Dharmavaram,2014,,Pothulanagepalli,,,UR(W),,YSRCP,F,MPTC
Gelivi Sravanthi,Dharmavaram,2014,,Ravulacheruvu,,,UR(W),,YSRCP,F,MPTC
Kesapuram Narapareddy,Dharmavaram,2014,,Regatipalli,,,UR,,YSRCP,M?,MPTC
Gorla Ramamohan Reddy,Dharmavaram,2014,,Thummala,,,UR,,TDP,M?,MPTC
Bhukke. Suseelamma,Gandlapenta,2014,,Chamalagondi,,,ST(W),,TDP,F,MPTC
Busanagari Padmaja,Gandlapenta,2014,,Gandlapenta,,,UR,,YSRCP,M?,MPTC President
Gunde Veeramanaidu,Gandlapenta,2014,,Godduvelagala,,,UR,,TDP,M?,MPTC
D.Gangojamma,Gandlapenta,2014,,Katarupalli,,,SC(W),,YSRCP,F,MPTC
K.Adeppa Naidu,Gandlapenta,2014,,Malameedapalli,,,BC,,YSRCP,M?,MPTC Vice President
Poreddi.Jyothi Prasanna,Gandlapenta,2014,,Somayajulapalli,,,UR(W),,YSRCP,F,MPTC
G.Swetha Rani,Gandlapenta,2014,,Veparala,,,UR(W),,YSRCP,F,MPTC
B.Yallamma,Garladinne,2014,,Budedu,,,BC(W),,TDP,F,MPTC
K.Chandrashekar Naidu,Garladinne,2014,,Garladinne  1,,,UR,,TDP,M?,MPTC Vice President
B. Lakshmi Devi,Garladinne,2014,,Garladinne 2,,,BC,,TDP,M?,MPTC
Veeranjaneyulu,Garladinne,2014,,Illuru,,,UR,,YSRCP,M?,MPTC
Adilakshmi,Garladinne,2014,,Kalluru   1,,,UR(W),,TDP,F,MPTC
Pakkiramma,Garladinne,2014,,Kalluru  2,,,SC(W),,TDP,F,MPTC
Jaggala Ravi,Garladinne,2014,,Kalluru  3,,,BC,,IND,M?,MPTC
K.Sreenivasulu,Garladinne,2014,,Kamalapuram,,,UR,,TDP,M?,MPTC
Lakahmidevi,Garladinne,2014,,Kanampalli,,,UR(W),,YSRCP,F,MPTC
Madiga Anitha,Garladinne,2014,,Kotanaka,,,SC(W),,YSRCP,F,MPTC
G. Radhamma,Garladinne,2014,,Marthadu  1,,,UR(W),,TDP,F,MPTC
B.Jayalakshmi,Garladinne,2014,,Marthadu 2,,,BC(W),,TDP,F,MPTC
Juturu Nirmala,Garladinne,2014,,Muntimadugu,,,UR(W),,TDP,F,MPTC
J.Nagaraju,Garladinne,2014,,Penakacherla,,,SC,,TDP,M?,MPTC President
Eswaraiah,Garladinne,2014,,Yerraguntla,,,UR,,TDP,M?,MPTC
P.Mohan Das,Gooty,2014,,Abbedoddi,,,UR,,TDP,M?,MPTC Vice President
G.Veerabharaiah,Gooty,2014,,Basinepalli,,,UR,,TDP,M?,MPTC President
P.Padmavathamma,Gooty,2014,,Bethapalli,,,UR(W),,YSRCP,F,MPTC
Rajamma,Gooty,2014,,Jakkalacheruvu,,,ST(W),,YSRCP,F,MPTC
Ambati Narasimhulu,Gooty,2014,,Karidikonda,,,BC,,YSRCP,M?,MPTC
Dhane Nageswaramma,Gooty,2014,,Kojjepalli,,,BC(W),,YSRCP,F,MPTC
Nagepalli Neela Rani,Gooty,2014,,Kothapeta,,,SC(W),,TDP,F,MPTC
Jalla Jayalakshmi,Gooty,2014,,P.Yerragudi,,,UR(W),,YSRCP,F,MPTC
Venkatalakshmi,Gooty,2014,,Peddoddi,,,BC(W),,TDP,F,MPTC
Kuruva Sankar,Gooty,2014,,Thurakapalli,,,UR,,TDP,M?,MPTC
Pedda Ranganna,Gooty,2014,,Ubicherla,,,SC,,TDP,M?,MPTC
Desai Nagi Reddy,Gorantla,2014,,Budili,,,UR,,YSRCP,M?,MPTC
B.Sujathamma,Gorantla,2014,,Gangampalli,,,SC(W),,TDP,F,MPTC
Nimmala Yuvasekhar,Gorantla,2014,,Gorantla 1,,,BC,,TDP,M?,MPTC
Nimmala Vidyadharani,Gorantla,2014,,Gorantla 2,,,UR,,TDP,M?,MPTC President
D.Muniswamy,Gorantla,2014,,Gorantla 3,,,ST,,TDP,M?,MPTC
Medara Ramadevi,Gorantla,2014,,Gorantla 4,,,UR(W),,YSRCP,F,MPTC
S.Shaheena,Gorantla,2014,,Gorantla 5,,,BC(W),,YSRCP,F,MPTC
B.Narasimhaiah,Gorantla,2014,,Gorantla 6,,,BC,,TDP,M?,MPTC
Cheruvu Govenda Reddy,Gorantla,2014,,Gownivaripalli,,,UR,,YSRCP,M?,MPTC
Gangamma.S,Gorantla,2014,,Kammavaripalli,,,UR(W),,YSRCP,F,MPTC
Papireddipalli Shobhavathi,Gorantla,2014,,Kondapuram,,,UR(W),,TDP,F,MPTC
Gadda Susheelamma,Gorantla,2014,,Malasamudram,,,BC(W),,YSRCP,F,MPTC
D.Gangi Reddy,Gorantla,2014,,Mallapalli,,,UR,,YSRCP,M?,MPTC
Chintha Bhaskara Reddy,Gorantla,2014,,Mandalapalli 1,,,UR,,TDP,M?,MPTC Vice President
Gangadri Vanavolu,Gorantla,2014,,Mandalapalli 2,,,SC,,TDP,M?,MPTC
G.Ramanjinamma,Gorantla,2014,,Narasimpalli,,,BC(W),,YSRCP,F,MPTC
S.Sarada Bai,Gorantla,2014,,Palasamudram,,,ST(W),,TDP,F,MPTC
K.Narasimhappa,Gorantla,2014,,Reddycheruvupalli,,,UR,,TDP,M?,MPTC
B.Manjula,Gorantla,2014,,Vadegepalli,,,BC(W),,TDP,F,MPTC
Gadare Radhamma,Gorantla,2014,,Vanavolu 1,,,UR(W),,YSRCP,F,MPTC
M.Kamalamma,Gorantla,2014,,Vanavolu 2,,,UR(W),,TDP,F,MPTC
D.Hampaiah,Gorantla,2014,,Venkataramanapalli,,,BC,,TDP,M?,MPTC
Thippeswamy,Gudibanda,2014,,Gudibanda 1,,,SC,,TDP,M?,MPTC
Sreerangamma,Gudibanda,2014,,Gudibanda 2,,,BC(W),,YSRCP,F,MPTC
Radhamma,Gudibanda,2014,,Gudibanda 3,,,BC(W),,YSRCP,F,MPTC
Nagarajappa,Gudibanda,2014,,Gune Morubagal,,,SC,,TDP,M?,MPTC
T. Sowbhagyalakshmi,Gudibanda,2014,,Jambulabanda,,,UR(W),,TDP,F,MPTC
A. Sanneerappa,Gudibanda,2014,,Karikera,,,UR,,TDP,M?,MPTC Vice President
R. Manjamma,Gudibanda,2014,,Konkallu,,,SC(W),,YSRCP,F,MPTC
B. Bhojaraju,Gudibanda,2014,,Kumbaranagepalli,,,UR,,TDP,M?,MPTC
S. Hanumantharayudu,Gudibanda,2014,,Mandalapalli 1,,,UR,,TDP,M?,MPTC President
Thippamma,Gudibanda,2014,,Mandalapalli 2,,,SC(W),,TDP,F,MPTC
Manjamma,Gudibanda,2014,,Morubagal 1,,,BC(W),,TDP,F,MPTC
Umadevi,Gudibanda,2014,,Morubagal 2,,,UR(W),,TDP,F,MPTC
K. Prakash,Gudibanda,2014,,Muthukuru,,,BC,,TDP,M?,MPTC
M. Reshmabhanu,Gudibanda,2014,,Rallapalli,,,UR(W),,TDP,F,MPTC
Bhaskar,Gudibanda,2014,,Sankaragallu,,,BC,,YSRCP,M?,MPTC
Erriswamy,Gummagatta,2014,,Bhupasamudram,,,SC,,TDP,M?,MPTC
Hemakka,Gummagatta,2014,,Galagala,,,UR(W),,YSRCP,F,MPTC
H.Maalashri,Gummagatta,2014,,Gollapalli,,,SC(W),,TDP,F,MPTC
Chinna Anumakka,Gummagatta,2014,,Gonbhavi,,,BC(W),,TDP,F,MPTC Vice President
Kuruba Girimallappa,Gummagatta,2014,,Gummagatta,,,BC,,TDP,M?,MPTC President
Talari Sukanya,Gummagatta,2014,,Kalugodu 1,,,UR(W),,YSRCP,F,MPTC
N.Govindudu,Gummagatta,2014,,Kalugodu 2,,,UR,,TDP,M?,MPTC
K.Marekka,Gummagatta,2014,,Marempalli,,,BC(W),,TDP,F,MPTC
Kotla Hanumantahappa,Gummagatta,2014,,Netrapalli,,,BC,,TDP,M?,MPTC
Pujari Palaiah,Gummagatta,2014,,Pulakunta,,,UR,,TDP,M?,MPTC
Sujatha,Gummagatta,2014,,Rangasamudram,,,SC(W),,TDP,F,MPTC
N.Lingappa,Gummagatta,2014,,Sirigedoddi,,,UR,,TDP,M?,MPTC
Boya Eshwarapp,Gummagatta,2014,,Tallakera 1,,,BC,,TDP,M?,MPTC
Golla Kariyamma,Gummagatta,2014,,Tallakera 2,,,BC(W),,YSRCP,F,MPTC
S.Naraynamma,Guntakal,2014,,Ayyavaripalli,,,BC(W),,TDP,F,MPTC
K.Sunkamma,Guntakal,2014,,Dancherla,,,BC(W),,YSRCP,F,MPTC
C.Narayanaswamy,Guntakal,2014,,Dosaludiki,,,BC,,YSRCP,M?,MPTC
Allu Sreenivasulu,Guntakal,2014,,G.Kottala,,,UR,,TDP,M?,MPTC
K.Vaidehi,Guntakal,2014,,Kasapuram,,,UR(W),,TDP,F,MPTC Vice President
Savithramma,Guntakal,2014,,Konganapalli,,,SC(W),,TDP,F,MPTC
H.Adi Narayana,Guntakal,2014,,Molakalapenta,,,SC,,TDP,M?,MPTC
Sugali Pushpalatha,Guntakal,2014,,N.Venkatampalli,,,ST(W),,TDP,F,MPTC
S.Muniswamy,Guntakal,2014,,Nagasamudram,,,UR,,TDP,M?,MPTC
R.Ramaiah,Guntakal,2014,,Nakkanadoddi,,,UR,,TDP,M?,MPTC President
P.Bhagyamma,Guntakal,2014,,Nelagonda,,,BC(W),,YSRCP,F,MPTC
M.Mallikarjuna,Guntakal,2014,,Patha Kothacheruvu,,,BC,,YSRCP,M?,MPTC
Lakshmidevi,Guntakal,2014,,Y.T.Cheruvu,,,UR(W),,YSRCP,F,MPTC
Subashini,Hindupur,2014,,Balampalli,,,UR(W),,TDP,F,MPTC Vice President
Subhadramma.D,Hindupur,2014,,Bevinahalli,,,UR,,TDP,M?,MPTC President
Ediga Narasimhappa.E,Hindupur,2014,,Chalivendala,,,BC,,YSRCP,M?,MPTC
Usharani.K.B,Hindupur,2014,,Chowlur 1,,,BC(W),,TDP,F,MPTC
Shanthamma.L,Hindupur,2014,,Chowlur 2,,,BC(W),,TDP,F,MPTC
Suneethamma.C.R,Hindupur,2014,,Gollapuram,,,BC,,YSRCP,M?,MPTC
Narayanappa.B,Hindupur,2014,,Kaggallu,,,BC,,TDP,M?,MPTC
Anjineyulu.M,Hindupur,2014,,Kirikera 1,,,BC,,IND,M?,MPTC
Hanumakka,Hindupur,2014,,Kirikera 2,,,SC(W),,YSRCP,F,MPTC
Lakshmidevi,Hindupur,2014,,Kirikera 3,,,BC(W),,YSRCP,F,MPTC
Gangaratnamma,Hindupur,2014,,Kotipi,,,BC(W),,TDP,F,MPTC
Subbayya,Hindupur,2014,,M.Beerepalli,,,SC,,TDP,M?,MPTC
Ramakristappa,Hindupur,2014,,Maluguru,,,BC,,TDP,M?,MPTC
Dhanalakshmi,Hindupur,2014,,Santebidanur,,,BC(W),,TDP,F,MPTC
Sarojamma,Hindupur,2014,,Thumukunta,,,SC(W),,YSRCP,F,MPTC
Poreddy Sireesha,Kadiri,2014,,Chalamakuntlapalli,,,UR(W),,YSRCP,F,MPTC
Bukya Ramurthi Naik,Kadiri,2014,,Eguvapalli,,,ST,,TDP,M?,MPTC Vice President
T. Radha,Kadiri,2014,,Kadiri Brahmanapalli,,,ST,,TDP,M?,MPTC
K. Sarada,Kadiri,2014,,Kadiri Rural 1,,,BC,,TDP,M?,MPTC
Mallikonda Ramanamma,Kadiri,2014,,Kadiri Rural 2,,,ST(W),,TDP,F,MPTC
Poganuru Lalithamma,Kadiri,2014,,Kalasamudram,,,UR,,TDP,M?,MPTC President
Katikala Suryanarayanamma,Kadiri,2014,,Motukupalli,,,SC(W),,YSRCP,F,MPTC
Aluganti Lakshmi Devi,Kadiri,2014,,Muthyalacheruvu,,,BC,,TDP,M?,MPTC
Patnam Rama Krishnamma,Kadiri,2014,,Patnam,,,UR,,YSRCP,M?,MPTC
Thota Lakshmi,Kadiri,2014,,Yerradoddi,,,UR,,YSRCP,M?,MPTC
Yallakka,Kalyandurg,2014,,Borampalli,,,SC(W),,YSRCP,F,MPTC
G.Lalithamma,Kalyandurg,2014,,Chapiri,,,BC(W),,TDP,F,MPTC
N.Dona Thimma,Kalyandurg,2014,,Duradkunta,,,UR,,TDP,M?,MPTC
Mutyalamma,Kalyandurg,2014,,East Kodipalli,,,BC(W),,TDP,F,MPTC
Marekka,Kalyandurg,2014,,Garudapuram,,,ST(W),,TDP,F,MPTC
Boya.Venkatesulu,Kalyandurg,2014,,Golla,,,UR,,TDP,M?,MPTC Vice President
K.Palamma,Kalyandurg,2014,,Hulikallu,,,UR(W),,TDP,F,MPTC
K.G.Manjula,Kalyandurg,2014,,Kothuru,,,SC,,TDP,M?,MPTC President
M.Laxmidevi,Kalyandurg,2014,,Manirevu,,,UR(W),,TDP,F,MPTC
Gangamma,Kalyandurg,2014,,Muddinayanapalli,,,UR(W),,TDP,F,MPTC
Chandramihan,Kalyandurg,2014,,Narayanapuram,,,BC,,TDP,M?,MPTC
Govindappa,Kalyandurg,2014,,Palavoi,,,UR,,TDP,M?,MPTC
Adeppa,Kalyandurg,2014,,Thimmasamudram,,,UR,,TDP,M?,MPTC
H.Marenna,Kambadur,2014,,Mulakanur,,,SC,,TDP,M?,MPTC
Suresh,Kambadur,2014,,Kambadur 1,,,BC,,TDP,M?,MPTC
S.Habeeb,Kambadur,2014,,Kambadur 2,,,BC,,TDP,M?,MPTC
T.Siddalingamma,Kambadur,2014,,Kambadur 3,,,BC(W),,TDP,F,MPTC Vice President
Lakshmamma,Kambadur,2014,,Kambadur 4,,,SC(W),,TDP,F,MPTC
K.Suvarnamma,Kambadur,2014,,Thimmapuram 1,,,UR(W),,TDP,F,MPTC
Bharathi,Kambadur,2014,,Thimmapuram 2,,,SC(W),,TDP,F,MPTC
Nagaraju,Kambadur,2014,,Marimakulapalli,,,SC,,YSRCP,M?,MPTC
T.Govinda Chowdari,Kambadur,2014,,Pallur,,,UR,,IND,M?,MPTC
S.Sreedevi,Kambadur,2014,,Gollapalli,,,ST(W),,TDP,F,MPTC
A.Lakshminarayana,Kambadur,2014,,Nuthimadugu,,,UR,,TDP,M?,MPTC President
B.Ramanjineyulu,Kambadur,2014,,Karthanaparthi,,,UR,,TDP,M?,MPTC
Lakshmidevi,Kambadur,2014,,Ralla Ananthapuram,,,UR(W),,YSRCP,F,MPTC
T.Obamma,Kambadur,2014,,Chennampalli,,,BC(W),,TDP,F,MPTC
T.Lakshmidevi,Kambadur,2014,,Kurakulapalli,,,BC(W),,TDP,F,MPTC
Balanna Gari Ramanjineyulu,Kanaganapalli,2014,,Daduluru,,,SC,,YSRCP,M?,MPTC
Bille Rajendra,Kanaganapalli,2014,,Elakuntla,,,BC,,TDP,M?,MPTC President
Jogi Anjinappa,Kanaganapalli,2014,,K.N.Palyam,,,BC,,TDP,M?,MPTC
Bille Gangamma,Kanaganapalli,2014,,Kanaganapalli,,,BC(W),,YSRCP,F,MPTC
Punnam Venkatarami Reddy,Kanaganapalli,2014,,Konapuram,,,UR,,TDP,M?,MPTC Vice President
Gangula Sudheer Reddy,Kanaganapalli,2014,,Maddelacheruvu,,,UR,,YSRCP,M?,MPTC
T.Sarojamma,Kanaganapalli,2014,,Mamillapalli,,,UR(W),,YSRCP,F,MPTC
Sariputi Padmageetha,Kanaganapalli,2014,,Muthavakuntla,,,UR(W),,YSRCP,F,MPTC
B.Thrayambakeswari,Kanaganapalli,2014,,Thagarakunta,,,UR(W),,YSRCP,F,MPTC
Eswaramma,Kanaganapalli,2014,,Thumucherla,,,BC(W),,TDP,F,MPTC
Enumula Mallakka,Kanaganapalli,2014,,Vepakunta,,,SC(W),,TDP,F,MPTC
J.J.T Prabhakar Reddy,Kanekal,2014,,Benikal,,,UR,,YSRCP,M?,MPTC
Papannagari Lavanya,Kanekal,2014,,Bramhasamudram,,,BC(W),,TDP,F,MPTC
Gujjala Gangappa,Kanekal,2014,,Ganigera,,,BC,,YSRCP,M?,MPTC
P.Nagaveni,Kanekal,2014,,Garudachedu,,,UR(W),,IND,F,MPTC
V.Sujatha,Kanekal,2014,,Hanakanahal,,,BC(W),,TDP,F,MPTC Vice President
Ramanjinamma,Kanekal,2014,,Hulikera,,,UR(W),,TDP,F,MPTC
R.Anasuyamma,Kanekal,2014,,Jakkalvadiki,,,BC(W),,TDP,F,MPTC
Usha Rani,Kanekal,2014,,Kalekurthi,,,UR,,YSRCP,M?,MPTC
Fakruddinsab,Kanekal,2014,,Kanekal 2,,,UR,,TDP,M?,MPTC
Nabirasul,Kanekal,2014,,Kanekal 3,,,BC,,TDP,M?,MPTC
M.Savithri,Kanekal,2014,,Kanekal 4,,,BC,,TDP,M?,MPTC
Harijana Lakshmi,Kanekal,2014,,Kanekal 5,,,SC(W),,YSRCP,F,MPTC
Pathimabi,Kanekal,2014,,Kanekal 1,,,UR,,TDP,M?,MPTC President
Jyothamma,Kanekal,2014,,Malyam,,,UR(W),,TDP,F,MPTC
Anjinamma,Kanekal,2014,,N.Hanumapuram,,,BC(W),,TDP,F,MPTC
Harijana Anjali,Kanekal,2014,,Sollapuram,,,SC(W),,YSRCP,F,MPTC
Devamma,Kanekal,2014,,Thumbiganuru,,,UR,,TDP,M?,MPTC
Vandrappa,Kanekal,2014,,Yerragunta 2,,,SC,,TDP,M?,MPTC
Lingamma,Kanekal,2014,,Yerragunta 1,,,UR(W),,TDP,F,MPTC
B. Sunitha,Kothacheruvu,2014,,Bandlapalli,,,UR(W),,TDP,F,MPTC
Surapaneni Sudhakar,Kothacheruvu,2014,,Byrapuram,,,UR,,TDP,M?,MPTC
S. Jayaram,Kothacheruvu,2014,,Iragampalli,,,UR,,YSRCP,M?,MPTC
C. Nagulappa,Kothacheruvu,2014,,Kesapuram,,,BC,,TDP,M?,MPTC
G. Dhanunjaya,Kothacheruvu,2014,,Kodapaganipalli,,,UR,,TDP,M?,MPTC Vice President
M. Farida Banu,Kothacheruvu,2014,,Kothacheruvu 1,,,UR(W),,YSRCP,F,MPTC
S. Vani,Kothacheruvu,2014,,Kothacheruvu 2,,,UR,,TDP,M?,MPTC President
M. Adilakshmi,Kothacheruvu,2014,,Kothacheruvu 3,,,BC(W),,TDP,F,MPTC
N. Lalithamma,Kothacheruvu,2014,,Meerjapuram,,,UR(W),,YSRCP,F,MPTC
J. Santhamma,Kothacheruvu,2014,,Pothulakunta,,,UR(W),,YSRCP,F,MPTC
C. Dhanlakshmi,Kothacheruvu,2014,,Talamarla,,,SC(W),,YSRCP,F,MPTC
Jenne Lakshminarayana,Kudair,2014,,Cholasamudram,,,SC,,TDP,M?,MPTC
Bandi Sivamma,Kudair,2014,,Gotukur,,,BC,,YSRCP,M?,MPTC
Avula Sujatha,Kudair,2014,,Ipperu,,,UR(W),,TDP,F,MPTC
Pilligovula Neelavathi,Kudair,2014,,Kammur,,,BC(W),,TDP,F,MPTC
Bandur Patil Rajasekhar,Kudair,2014,,Korrakodu,,,UR,,YSRCP,M?,MPTC Vice President
Pujari Muthyalakka,Kudair,2014,,Kuderu,,,SC(W),,YSRCP,F,MPTC
Kondapalli Maheswari,Kudair,2014,,Kuderu  1,,,UR,,YSRCP,M?,MPTC
Pothurai Lakshmi,Kudair,2014,,Marutla,,,BC(W),,TDP,F,MPTC
Sake Sunitha,Kudair,2014,,P.Narayanapuram,,,ST(W),,YSRCP,F,MPTC
Mannala Lakshmidevi,Kudair,2014,,Thimmapuram,,,UR(W),,YSRCP,F,MPTC
S. Umamaheswari,Kudair,2014,,Udiripikonda,,,UR,,YSRCP,M?,MPTC President
C.Shafi Sab,Kundurpi,2014,,Appilepalli,,,BC,,TDP,M?,MPTC
Nagarathnamma,Kundurpi,2014,,Basapuram,,,SC(W),,YSRCP,F,MPTC
Jayamma Ule,Kundurpi,2014,,Bestharapalli,,,BC(W),,TDP,F,MPTC
G.Ravi,Kundurpi,2014,,Jambhugumpala,,,UR,,TDP,M?,MPTC Vice President
Lakshmi Devi,Kundurpi,2014,,Kundurpi  1,,,UR(W),,TDP,F,MPTC
Siddapuram Manjamma,Kundurpi,2014,,Kundurpi  2,,,UR(W),,YSRCP,F,MPTC
Nagamani,Kundurpi,2014,,Mahanthapuram,,,BC(W),,TDP,F,MPTC
A.Nagaraju,Kundurpi,2014,,Malayanur 1,,,SC,,YSRCP,M?,MPTC
Santhosh Malleppa Gari,Kundurpi,2014,,Malayanur 2,,,UR,,YSRCP,M?,MPTC
Bommakka,Kundurpi,2014,,Nijavalli,,,UR(W),,YSRCP,F,MPTC
Gavi Sidda,Kundurpi,2014,,Tenagal,,,BC,,TDP,M?,MPTC
V.Thippeswamy,Kundurpi,2014,,Thumukunta,,,UR,,TDP,M?,MPTC
Harijana Deenamma,Kundurpi,2014,,Yenumuladoddi 1,,,SC(W),,TDP,F,MPTC President
K.Basavaraj,Kundurpi,2014,,Yenumuladoddi 2,,,UR,,TDP,M?,MPTC
